pool_rank,proposed_meal_name,review_status,provider,source_title,source_page_url,original_url,thumbnail_url,creator,credit,license,license_url,attribution_required,width,height,description,catalogue_fit_notes
35,Grilled Bangus Fish,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Grilled Bangus Fish.jpg,https://commons.wikimedia.org/wiki/File:Grilled_Bangus_Fish.jpg,https://upload.wikimedia.org/wikipedia/commons/9/92/Grilled_Bangus_Fish.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/Grilled_Bangus_Fish.jpg/960px-Grilled_Bangus_Fish.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Louiesemendez,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4896,3264,Grilled bangus fish with tomato filling,
36,Grilled Chicken Inasal,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Grilled Chicken Inasal.jpg,https://commons.wikimedia.org/wiki/File:Grilled_Chicken_Inasal.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d6/Grilled_Chicken_Inasal.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d6/Grilled_Chicken_Inasal.jpg/960px-Grilled_Chicken_Inasal.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Louiesemendez,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4896,3264,Grilled chicken with inasal sauce for Christmas eve dinner.,
37,"Grilled fish, pork, and corn",NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,"File:Grilled fish, pork, and corn.jpg","https://commons.wikimedia.org/wiki/File:Grilled_fish,_pork,_and_corn.jpg",https://upload.wikimedia.org/wikipedia/commons/1/1c/Grilled_fish%2C_pork%2C_and_corn.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/Grilled_fish%2C_pork%2C_and_corn.jpg/960px-Grilled_fish%2C_pork%2C_and_corn.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Louiesemendez,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4896,3264,Grilled dishes for thanksgiving celebration.,
38,Grilled Pork and Java Rice,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Grilled Pork and Java Rice.jpg,https://commons.wikimedia.org/wiki/File:Grilled_Pork_and_Java_Rice.jpg,https://upload.wikimedia.org/wikipedia/commons/0/06/Grilled_Pork_and_Java_Rice.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/06/Grilled_Pork_and_Java_Rice.jpg/960px-Grilled_Pork_and_Java_Rice.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Sheena Aloner,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4032,3024,Grilled Pork and Java Rice,
39,Grilled Pork Belly,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Grilled Pork Belly.jpg,https://commons.wikimedia.org/wiki/File:Grilled_Pork_Belly.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b0/Grilled_Pork_Belly.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/Grilled_Pork_Belly.jpg/960px-Grilled_Pork_Belly.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Louiesemendez,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3264,4896,Grilled pork belly with barbecue sauce,
40,Grilled Pork with Achara,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Grilled Pork with Achara.jpg,https://commons.wikimedia.org/wiki/File:Grilled_Pork_with_Achara.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d4/Grilled_Pork_with_Achara.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d4/Grilled_Pork_with_Achara.jpg/960px-Grilled_Pork_with_Achara.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Louiesemendez,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4896,3264,Grilled pork with achara for lunch.,
41,Home made chicken salad,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Home made chicken salad.jpg,https://commons.wikimedia.org/wiki/File:Home_made_chicken_salad.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b5/Home_made_chicken_salad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/Home_made_chicken_salad.jpg/960px-Home_made_chicken_salad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3472,4624,Home made chicken salad,
42,Home made fried tokwa with ala king,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Home made fried tokwa with ala king.jpg,https://commons.wikimedia.org/wiki/File:Home_made_fried_tokwa_with_ala_king.jpg,https://upload.wikimedia.org/wikipedia/commons/9/91/Home_made_fried_tokwa_with_ala_king.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/91/Home_made_fried_tokwa_with_ala_king.jpg/960px-Home_made_fried_tokwa_with_ala_king.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2252,1248,Home made fried tokwa with ala king,
43,Home made ginataang suso (snail),NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Home made ginataang suso (snail).jpg,https://commons.wikimedia.org/wiki/File:Home_made_ginataang_suso_(snail).jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/Home_made_ginataang_suso_%28snail%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cb/Home_made_ginataang_suso_%28snail%29.jpg/960px-Home_made_ginataang_suso_%28snail%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2608,4624,Been craving for this ginataang suso,
44,Home made Palabok,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Home made Palabok.jpg,https://commons.wikimedia.org/wiki/File:Home_made_Palabok.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Home_made_Palabok.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f1/Home_made_Palabok.jpg/960px-Home_made_Palabok.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4032,3024,Home made Palabok,
45,Home made Pork steak,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Home made Pork steak.jpg,https://commons.wikimedia.org/wiki/File:Home_made_Pork_steak.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1a/Home_made_Pork_steak.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1a/Home_made_Pork_steak.jpg/960px-Home_made_Pork_steak.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3072,4096,Home made Pork steak,
46,Home made Vegetable kare-kare,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Home made Vegetable kare-kare.jpg,https://commons.wikimedia.org/wiki/File:Home_made_Vegetable_kare-kare.jpg,https://upload.wikimedia.org/wikipedia/commons/5/58/Home_made_Vegetable_kare-kare.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/Home_made_Vegetable_kare-kare.jpg/960px-Home_made_Vegetable_kare-kare.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1840,2612,Home made Vegetable kare-kare,
47,Igado (Pork and Liver Stew),NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Igado (Pork and Liver Stew).jpg,https://commons.wikimedia.org/wiki/File:Igado_(Pork_and_Liver_Stew).jpg,https://upload.wikimedia.org/wikipedia/commons/7/7c/Igado_%28Pork_and_Liver_Stew%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/Igado_%28Pork_and_Liver_Stew%29.jpg/960px-Igado_%28Pork_and_Liver_Stew%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,ShmilyDigital,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,6000,4000,Igado,
48,Ilonngo Linugaw,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Ilonngo Linugaw.jpg,https://commons.wikimedia.org/wiki/File:Ilonngo_Linugaw.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ae/Ilonngo_Linugaw.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/Ilonngo_Linugaw.jpg/960px-Ilonngo_Linugaw.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Rumuel,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,5184,3456,"Also known as Binignit, one of Filipino Dessert",
49,Inihaw na liempo,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Inihaw na liempo.jpg,https://commons.wikimedia.org/wiki/File:Inihaw_na_liempo.jpg,https://upload.wikimedia.org/wikipedia/commons/7/70/Inihaw_na_liempo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/70/Inihaw_na_liempo.jpg/960px-Inihaw_na_liempo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Phenheart,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2955,2216,This cuisene are most love ihaw-ihaw like in kamayan salosalo in the province chop pork seasoned in spices and with the original sauce simply sili labuyo and onions chop with calamansi to highlight the taste.,
50,Inunonan na bisugo,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Inunonan na bisugo.jpg,https://commons.wikimedia.org/wiki/File:Inunonan_na_bisugo.jpg,https://upload.wikimedia.org/wikipedia/commons/5/51/Inunonan_na_bisugo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/51/Inunonan_na_bisugo.jpg/960px-Inunonan_na_bisugo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,5184,3456,Inunonan na bisugo,
51,Kare-kare in Minalabac,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Kare-kare in Minalabac.jpg,https://commons.wikimedia.org/wiki/File:Kare-kare_in_Minalabac.jpg,https://upload.wikimedia.org/wikipedia/commons/6/67/Kare-kare_in_Minalabac.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/67/Kare-kare_in_Minalabac.jpg/960px-Kare-kare_in_Minalabac.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Filipinayzd,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4032,3024,"Kare-kare in Minalabac, Camarines Sur",
52,Katuray Flower Salad,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Katuray Flower Salad.jpg,https://commons.wikimedia.org/wiki/File:Katuray_Flower_Salad.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Katuray_Flower_Salad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a6/Katuray_Flower_Salad.jpg/960px-Katuray_Flower_Salad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,EMMAN A. FORONDA,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,5797,3870,"In Ilocos Region, the Katuray flower is often used in traditional Filipino dishes, especially as part of a refreshing and nutritious salad.",
53,KBL Ilocos Style,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:KBL Ilocos Style.jpg,https://commons.wikimedia.org/wiki/File:KBL_Ilocos_Style.jpg,https://upload.wikimedia.org/wikipedia/commons/6/63/KBL_Ilocos_Style.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/KBL_Ilocos_Style.jpg/960px-KBL_Ilocos_Style.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,ShmilyDigital,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4000,6000,"KBL in the Northern region of Ilocos stands for Kamatis, Bagoong at Lasona (Tomatoes, Fish Paste and Onions",
54,Kinalas Series by Kitchen Everywhere,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Kinalas Series by Kitchen Everywhere.jpg,https://commons.wikimedia.org/wiki/File:Kinalas_Series_by_Kitchen_Everywhere.jpg,https://upload.wikimedia.org/wikipedia/commons/3/36/Kinalas_Series_by_Kitchen_Everywhere.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/36/Kinalas_Series_by_Kitchen_Everywhere.jpg/960px-Kinalas_Series_by_Kitchen_Everywhere.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,KDCwrites,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3024,4032,"Kinalas Series of Kitchen Everywhere includes Kinalas Overload, Baked Kinalas, Kinalas Wrap and Kinalas Pizza, which were all innovations of the traditional Kinalas dish that is popular in Naga City.",
55,Kwek kwek,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Kwek kwek.jpg,https://commons.wikimedia.org/wiki/File:Kwek_kwek.jpg,https://upload.wikimedia.org/wikipedia/commons/4/45/Kwek_kwek.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/Kwek_kwek.jpg/960px-Kwek_kwek.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,ShmilyDigital,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,6144,8160,Kwek kwek (or Bulastog) with cucumber and onion vinegar sauce,
56,Lechon Pork Belly,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Lechon Pork Belly.jpg,https://commons.wikimedia.org/wiki/File:Lechon_Pork_Belly.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e2/Lechon_Pork_Belly.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/Lechon_Pork_Belly.jpg/960px-Lechon_Pork_Belly.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Louiesemendez,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4896,3264,Lechon pork belly for new year's eve.,
57,Long silog,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Long silog.jpg,https://commons.wikimedia.org/wiki/File:Long_silog.jpg,https://upload.wikimedia.org/wikipedia/commons/1/17/Long_silog.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/17/Long_silog.jpg/960px-Long_silog.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Phenheart,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3264,1840,All time filipino brunch meal pork longanisa synnysude up egg and with fried talong and lanch camote tops take additional delights to the meal.,
58,Lumpia sliced in half,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Lumpia sliced in half.jpg,https://commons.wikimedia.org/wiki/File:Lumpia_sliced_in_half.jpg,https://upload.wikimedia.org/wikipedia/commons/5/51/Lumpia_sliced_in_half.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/51/Lumpia_sliced_in_half.jpg/960px-Lumpia_sliced_in_half.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,ShmilyDigital,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,6000,4000,Lumpia (or Filipino spring roll) sliced into two,
59,Lumpiaang Shanghai,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Lumpiaang Shanghai.jpg,https://commons.wikimedia.org/wiki/File:Lumpiaang_Shanghai.jpg,https://upload.wikimedia.org/wikipedia/commons/1/16/Lumpiaang_Shanghai.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/16/Lumpiaang_Shanghai.jpg/960px-Lumpiaang_Shanghai.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Anneclicks,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3101,2326,"These super crispy and crunchy egg rolls are packed with pork, carrots, celery, and onions and come with a sweet yet spicy dipping sauce that will have everyone sopping up every last morsel!",
60,LumpiangSariwa,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:LumpiangSariwa.jpg,https://commons.wikimedia.org/wiki/File:LumpiangSariwa.jpg,https://upload.wikimedia.org/wikipedia/commons/6/61/LumpiangSariwa.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/61/LumpiangSariwa.jpg/960px-LumpiangSariwa.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Herbertkikoy,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,6000,4000,"Fresh Lumpia, or Lumpiang Sariwa, is a Filipino dish consisting of a variety of vegetables like carrots, cabbage, and sometimes meat, wrapped in a thin, delicate crepe",
61,Lutong Bahay; Ginataang tulingan,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Lutong Bahay; Ginataang tulingan.jpg,https://commons.wikimedia.org/wiki/File:Lutong_Bahay;_Ginataang_tulingan.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d4/Lutong_Bahay%3B_Ginataang_tulingan.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d4/Lutong_Bahay%3B_Ginataang_tulingan.jpg/960px-Lutong_Bahay%3B_Ginataang_tulingan.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2608,3698,Lutong Bahay; Ginataang tulingan,
62,Malunggay Pandesal,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Malunggay Pandesal.jpg,https://commons.wikimedia.org/wiki/File:Malunggay_Pandesal.jpg,https://upload.wikimedia.org/wikipedia/commons/7/73/Malunggay_Pandesal.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/73/Malunggay_Pandesal.jpg/960px-Malunggay_Pandesal.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Kramthenik27,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,5536,3777,"Malunggay Pandesal is a nutritious twist on the classic Filipino bread roll, enriched with malunggay (moringa) leaves for added vitamins and minerals. Soft, fluffy, and slightly savory, perfect for hot coffee or hot chocolate, it's a healthier option loved by many.",
63,"Mang inasal, chicken inasal",NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,"File:Mang inasal, chicken inasal.jpg","https://commons.wikimedia.org/wiki/File:Mang_inasal,_chicken_inasal.jpg",https://upload.wikimedia.org/wikipedia/commons/9/97/Mang_inasal%2C_chicken_inasal.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/Mang_inasal%2C_chicken_inasal.jpg/960px-Mang_inasal%2C_chicken_inasal.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4096,3072,"Mang inasal, chicken inasal",
64,Masi (Peanut Stuffed Sticky Rice),NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Masi (Peanut Stuffed Sticky Rice).jpg,https://commons.wikimedia.org/wiki/File:Masi_(Peanut_Stuffed_Sticky_Rice).jpg,https://upload.wikimedia.org/wikipedia/commons/5/5b/Masi_%28Peanut_Stuffed_Sticky_Rice%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/Masi_%28Peanut_Stuffed_Sticky_Rice%29.jpg/960px-Masi_%28Peanut_Stuffed_Sticky_Rice%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Herbertkikoy,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1536,2048,Masi are sweet rice balls are stuffed with brown sugar and crushed peanuts.,
65,Max's Pancit Guisado 01,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Max's Pancit Guisado 01.jpg,https://commons.wikimedia.org/wiki/File:Max%27s_Pancit_Guisado_01.jpg,https://upload.wikimedia.org/wikipedia/commons/6/62/Max%27s_Pancit_Guisado_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/62/Max%27s_Pancit_Guisado_01.jpg/960px-Max%27s_Pancit_Guisado_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,ShmilyDigital,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,8160,6144,"Max's Pancit Guisado topped with fishball, shrimp and pork meat served with calamansi/lemon",
66,Max's Sizzling Tofu Sisig,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Max's Sizzling Tofu Sisig.jpg,https://commons.wikimedia.org/wiki/File:Max%27s_Sizzling_Tofu_Sisig.jpg,https://upload.wikimedia.org/wikipedia/commons/c/ca/Max%27s_Sizzling_Tofu_Sisig.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ca/Max%27s_Sizzling_Tofu_Sisig.jpg/960px-Max%27s_Sizzling_Tofu_Sisig.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,ShmilyDigital,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,6144,8160,Max's Sizzling Tofu Sisig,
67,Menudo on the Go!,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Menudo on the Go!.jpg,https://commons.wikimedia.org/wiki/File:Menudo_on_the_Go!.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3f/Menudo_on_the_Go%21.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/Menudo_on_the_Go%21.jpg/960px-Menudo_on_the_Go%21.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,JeffDelfin45,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1280,824,"Menudo is a very common dish in the Philippines similar to singing, it is always a mainstay in Filipino Restaurant.",
68,Mixed Seafood 2025,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Mixed Seafood 2025.jpg,https://commons.wikimedia.org/wiki/File:Mixed_Seafood_2025.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6c/Mixed_Seafood_2025.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6c/Mixed_Seafood_2025.jpg/960px-Mixed_Seafood_2025.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Louiesemendez,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3264,4896,Mixed seafood with wine for new year's eve.,
