meal_name,meal_type,asset_key,fallback_category,search_query,candidate_rank,review_status,provider,source_title,source_page_url,original_url,thumbnail_url,creator,credit,license,license_url,attribution_required,width,height,description,review_notes
Beef Rice Bowl with Cabbage,LUNCH,meal/beef-rice-bowl-with-cabbage,red-meat,beef rice bowl food,4,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:JP 日本 Japan 京都 Kyoto 四條 Shijo side Sukiya Restaurant food Gyudon 牛肉丼 beef toppings and rice bowl 1914pm June 2026 N13P 07.jpg,https://commons.wikimedia.org/wiki/File:JP_%E6%97%A5%E6%9C%AC_Japan_%E4%BA%AC%E9%83%BD_Kyoto_%E5%9B%9B%E6%A2%9D_Shijo_side_Sukiya_Restaurant_food_Gyudon_%E7%89%9B%E8%82%89%E4%B8%BC_beef_toppings_and_rice_bowl_1914pm_June_2026_N13P_07.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/JP_%E6%97%A5%E6%9C%AC_Japan_%E4%BA%AC%E9%83%BD_Kyoto_%E5%9B%9B%E6%A2%9D_Shijo_side_Sukiya_Restaurant_food_Gyudon_%E7%89%9B%E8%82%89%E4%B8%BC_beef_toppings_and_rice_bowl_1914pm_June_2026_N13P_07.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/JP_%E6%97%A5%E6%9C%AC_Japan_%E4%BA%AC%E9%83%BD_Kyoto_%E5%9B%9B%E6%A2%9D_Shijo_side_Sukiya_Restaurant_food_Gyudon_%E7%89%9B%E8%82%89%E4%B8%BC_beef_toppings_and_rice_bowl_1914pm_June_2026_N13P_07.jpg/960px-JP_%E6%97%A5%E6%9C%AC_Japan_%E4%BA%AC%E9%83%BD_Kyoto_%E5%9B%9B%E6%A2%9D_Shijo_side_Sukiya_Restaurant_food_Gyudon_%E7%89%9B%E8%82%89%E4%B8%BC_beef_toppings_and_rice_bowl_1914pm_June_2026_N13P_07.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,HAGAT hOMSZE,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,3060,4080,JP 日本 Japan 京都 Kyoto 四條 Shijo side Sukiya Restaurant food Gyudon 牛肉丼 beef toppings and rice bowl in June 2026,
Pork Rice Bowl with Carrots,LUNCH,meal/pork-rice-bowl-with-carrots,red-meat,pork rice bowl food,1,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Braised Pork Rice Bowl - Noodles Street 2025-10-15.jpg,https://commons.wikimedia.org/wiki/File:Braised_Pork_Rice_Bowl_-_Noodles_Street_2025-10-15.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Braised_Pork_Rice_Bowl_-_Noodles_Street_2025-10-15.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/Braised_Pork_Rice_Bowl_-_Noodles_Street_2025-10-15.jpg/960px-Braised_Pork_Rice_Bowl_-_Noodles_Street_2025-10-15.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Andy Li,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,8160,6144,Braised Pork Rice Bowl,
Pork Rice Bowl with Carrots,LUNCH,meal/pork-rice-bowl-with-carrots,red-meat,pork rice bowl food,2,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Hokkaido-style Grilled BBQ Pork Rice Bowl from Botejyu (2024-12-21).jpg,https://commons.wikimedia.org/wiki/File:Hokkaido-style_Grilled_BBQ_Pork_Rice_Bowl_from_Botejyu_(2024-12-21).jpg,https://upload.wikimedia.org/wikipedia/commons/7/75/Hokkaido-style_Grilled_BBQ_Pork_Rice_Bowl_from_Botejyu_%282024-12-21%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/75/Hokkaido-style_Grilled_BBQ_Pork_Rice_Bowl_from_Botejyu_%282024-12-21%29.jpg/960px-Hokkaido-style_Grilled_BBQ_Pork_Rice_Bowl_from_Botejyu_%282024-12-21%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Wide Awake!,Own work,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,true,4080,3072,Hokkaido-style Grilled BBQ Pork Rice Bowl from Botejyu.,
Pork Rice Bowl with Carrots,LUNCH,meal/pork-rice-bowl-with-carrots,red-meat,pork rice bowl food,3,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Baked Pork Chop Rice from Fairwood.jpg,https://commons.wikimedia.org/wiki/File:Baked_Pork_Chop_Rice_from_Fairwood.jpg,https://upload.wikimedia.org/wikipedia/commons/7/74/Baked_Pork_Chop_Rice_from_Fairwood.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/74/Baked_Pork_Chop_Rice_from_Fairwood.jpg/960px-Baked_Pork_Chop_Rice_from_Fairwood.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Neodymium+Nd,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2808,2106,A bowl of baked pork chop rice from fast food restaurant in Hong Kong.,
Grilled Milkfish Rice Plate,LUNCH,meal/grilled-milkfish-rice-plate,seafood,bangus Filipino food,1,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Relyenong Bangus 01.jpg,https://commons.wikimedia.org/wiki/File:Relyenong_Bangus_01.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e2/Relyenong_Bangus_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/Relyenong_Bangus_01.jpg/960px-Relyenong_Bangus_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,LubGua987,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3988,2979,Relyenong Bangus,
Grilled Milkfish Rice Plate,LUNCH,meal/grilled-milkfish-rice-plate,seafood,bangus Filipino food,2,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Boneless Bangus Silog from U.P. Diliman.jpg,https://commons.wikimedia.org/wiki/File:Boneless_Bangus_Silog_from_U.P._Diliman.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f6/Boneless_Bangus_Silog_from_U.P._Diliman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f6/Boneless_Bangus_Silog_from_U.P._Diliman.jpg/960px-Boneless_Bangus_Silog_from_U.P._Diliman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ralff Nestor Nacor,Self-photographed,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4080,3072,Boneless Bangus Silog from U.P. Diliman,
Grilled Milkfish Rice Plate,LUNCH,meal/grilled-milkfish-rice-plate,seafood,bangus Filipino food,3,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Bangus fillets and Kasim.jpg,https://commons.wikimedia.org/wiki/File:Bangus_fillets_and_Kasim.jpg,https://upload.wikimedia.org/wikipedia/commons/2/22/Bangus_fillets_and_Kasim.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/22/Bangus_fillets_and_Kasim.jpg/960px-Bangus_fillets_and_Kasim.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,FBenjr123,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4171,3693,"Bangus fillets and Kasim ( food ingredients of home cooking ) taken in Barangay Poblacion, Baliuag .",
Tilapia Rice and Fresh Vegetable Plate,LUNCH,meal/tilapia-rice-and-fresh-vegetable-plate,seafood,tilapia Filipino food,1,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Tilapia with salted black beans.jpg,https://commons.wikimedia.org/wiki/File:Tilapia_with_salted_black_beans.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Tilapia_with_salted_black_beans.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9a/Tilapia_with_salted_black_beans.jpg/960px-Tilapia_with_salted_black_beans.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3545,2222,Tilapia with salted black beans,
Tilapia Rice and Fresh Vegetable Plate,LUNCH,meal/tilapia-rice-and-fresh-vegetable-plate,seafood,tilapia Filipino food,2,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Tilapia Sinanglay Sizzling Sisig - Rinconada dissh.jpg,https://commons.wikimedia.org/wiki/File:Tilapia_Sinanglay_Sizzling_Sisig_-_Rinconada_dissh.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Tilapia_Sinanglay_Sizzling_Sisig_-_Rinconada_dissh.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9f/Tilapia_Sinanglay_Sizzling_Sisig_-_Rinconada_dissh.jpg/960px-Tilapia_Sinanglay_Sizzling_Sisig_-_Rinconada_dissh.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Filipinayzd,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1376,1033,"Tilapia Sinanglay Sizzling Sisig - the grand winner for the competition during the Pagsasatubuanan: Exploring Rinconada Food Heritage hails from the College of Technological and Developmental Education, Camarines Sur Polytechnic Colleges at Nabua, Camarines Sur. Team members: Jan Harvey Bustarga Lorraine Gratil Coach: Dr. Mitch Lomeda-Junio",
Tilapia Rice and Fresh Vegetable Plate,LUNCH,meal/tilapia-rice-and-fresh-vegetable-plate,seafood,tilapia Filipino food,3,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Tilapia Sinanglay Sizzling Sisig in plating.jpg,https://commons.wikimedia.org/wiki/File:Tilapia_Sinanglay_Sizzling_Sisig_in_plating.jpg,https://upload.wikimedia.org/wikipedia/commons/0/03/Tilapia_Sinanglay_Sizzling_Sisig_in_plating.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/03/Tilapia_Sinanglay_Sizzling_Sisig_in_plating.jpg/960px-Tilapia_Sinanglay_Sizzling_Sisig_in_plating.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Filipinayzd,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1376,1033,"Tilapia Sinanglay Sizzling Sisig - the grand winner for the competition during the Pagsasatubuanan: Exploring Rinconada Food Heritage hails from the College of Technological and Developmental Education, Camarines Sur Polytechnic Colleges at Nabua, Camarines Sur. Team members: Jan Harvey Bustarga Lorraine Gratil Coach: Dr. Mitch Lomeda-Junio",
Tilapia Rice and Fresh Vegetable Plate,LUNCH,meal/tilapia-rice-and-fresh-vegetable-plate,seafood,tilapia Filipino food,4,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Tilapia steak and mashed bungkukan with lemon cream sauce.jpg,https://commons.wikimedia.org/wiki/File:Tilapia_steak_and_mashed_bungkukan_with_lemon_cream_sauce.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7f/Tilapia_steak_and_mashed_bungkukan_with_lemon_cream_sauce.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7f/Tilapia_steak_and_mashed_bungkukan_with_lemon_cream_sauce.jpg/960px-Tilapia_steak_and_mashed_bungkukan_with_lemon_cream_sauce.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Filipinayzd,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1376,1033,"Tilapia steak and mashed bungkukan with lemon cream sauce - grand winner for the recipe competition during the Pagsasatubuanan: Exploring Rinconada Food Heritage hails from the College of Tourism, Hospitality, and Business Management, , Camarines Sur Polytechnic Colleges at Nabua, Camarines Sur. Team members: Russel Hernandez Sofia Ramos Coach: Dr. Rosana B. Oliveros",
Tuna Cucumber Rice Bowl,LUNCH,meal/tuna-cucumber-rice-bowl,seafood,tuna rice bowl food,1,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Salmon & Tuna Poke Bowl (M) with Spicy Mayo sauce - Kitokito 2025-04-25.jpg,https://commons.wikimedia.org/wiki/File:Salmon_%26_Tuna_Poke_Bowl_(M)_with_Spicy_Mayo_sauce_-_Kitokito_2025-04-25.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c8/Salmon_%26_Tuna_Poke_Bowl_%28M%29_with_Spicy_Mayo_sauce_-_Kitokito_2025-04-25.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/Salmon_%26_Tuna_Poke_Bowl_%28M%29_with_Spicy_Mayo_sauce_-_Kitokito_2025-04-25.jpg/960px-Salmon_%26_Tuna_Poke_Bowl_%28M%29_with_Spicy_Mayo_sauce_-_Kitokito_2025-04-25.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Andy Li,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,8160,6144,"Description of ""Poke Bowls"" on the menu: ""served with your selection plus avocado, cucumber, pickled radish, edamame, inari beancurd and seaweed salad over sushi rice.""",
Tuna Cucumber Rice Bowl,LUNCH,meal/tuna-cucumber-rice-bowl,seafood,tuna rice bowl food,2,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Maguro-tataki-don of Sukiya.jpg,https://commons.wikimedia.org/wiki/File:Maguro-tataki-don_of_Sukiya.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Maguro-tataki-don_of_Sukiya.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/Maguro-tataki-don_of_Sukiya.jpg/960px-Maguro-tataki-don_of_Sukiya.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,毒島みるく,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,3083,2419,すき家のまぐろたたき丼,
"Munggo, Kangkong and Rice Bowl",LUNCH,meal/munggo-kangkong-and-rice-bowl,plant-based,ginisang munggo Filipino food,1,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:09927jfCuisine of Bulacan food fruitsfvf 15.jpg,https://commons.wikimedia.org/wiki/File:09927jfCuisine_of_Bulacan_food_fruitsfvf_15.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c4/09927jfCuisine_of_Bulacan_food_fruitsfvf_15.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/09927jfCuisine_of_Bulacan_food_fruitsfvf_15.jpg/960px-09927jfCuisine_of_Bulacan_food_fruitsfvf_15.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Judgefloro,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,4608,3456,"Cuisine of Bulacan food fruits Ginisang Munggo, toasted bread Quail eggs Chicken eggs Fried rice (Note: Judge Florentino Floro, the owner, to repeat, Donor Florentino Floro of all these photos hereby donate gratuitously, freely and unconditionally all these photos to and for Wikimedia Commons, exclusively, for public use of the public domain, and again without any condition whatsoever).",
"Munggo, Kangkong and Rice Bowl",LUNCH,meal/munggo-kangkong-and-rice-bowl,plant-based,ginisang munggo Filipino food,2,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:09927jfCuisine of Bulacan food fruitsfvf 18.jpg,https://commons.wikimedia.org/wiki/File:09927jfCuisine_of_Bulacan_food_fruitsfvf_18.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8d/09927jfCuisine_of_Bulacan_food_fruitsfvf_18.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8d/09927jfCuisine_of_Bulacan_food_fruitsfvf_18.jpg/960px-09927jfCuisine_of_Bulacan_food_fruitsfvf_18.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Judgefloro,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,4608,3456,"Cuisine of Bulacan food fruits Ginisang Munggo, toasted bread Quail eggs Chicken eggs Fried rice (Note: Judge Florentino Floro, the owner, to repeat, Donor Florentino Floro of all these photos hereby donate gratuitously, freely and unconditionally all these photos to and for Wikimedia Commons, exclusively, for public use of the public domain, and again without any condition whatsoever).",
"Munggo, Kangkong and Rice Bowl",LUNCH,meal/munggo-kangkong-and-rice-bowl,plant-based,ginisang munggo Filipino food,3,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:09927jfCuisine of Bulacan food fruitsfvf 08.jpg,https://commons.wikimedia.org/wiki/File:09927jfCuisine_of_Bulacan_food_fruitsfvf_08.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/09927jfCuisine_of_Bulacan_food_fruitsfvf_08.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/09927jfCuisine_of_Bulacan_food_fruitsfvf_08.jpg/960px-09927jfCuisine_of_Bulacan_food_fruitsfvf_08.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Judgefloro,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,4608,3456,"Cuisine of Bulacan food fruits Ginisang Munggo, toasted bread Quail eggs Chicken eggs Fried rice (Note: Judge Florentino Floro, the owner, to repeat, Donor Florentino Floro of all these photos hereby donate gratuitously, freely and unconditionally all these photos to and for Wikimedia Commons, exclusively, for public use of the public domain, and again without any condition whatsoever).",
"Munggo, Kangkong and Rice Bowl",LUNCH,meal/munggo-kangkong-and-rice-bowl,plant-based,ginisang munggo Filipino food,4,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:09927jfCuisine of Bulacan food fruitsfvf 09.jpg,https://commons.wikimedia.org/wiki/File:09927jfCuisine_of_Bulacan_food_fruitsfvf_09.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f6/09927jfCuisine_of_Bulacan_food_fruitsfvf_09.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f6/09927jfCuisine_of_Bulacan_food_fruitsfvf_09.jpg/960px-09927jfCuisine_of_Bulacan_food_fruitsfvf_09.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Judgefloro,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,4608,3456,"Cuisine of Bulacan food fruits Ginisang Munggo, toasted bread Quail eggs Chicken eggs Fried rice (Note: Judge Florentino Floro, the owner, to repeat, Donor Florentino Floro of all these photos hereby donate gratuitously, freely and unconditionally all these photos to and for Wikimedia Commons, exclusively, for public use of the public domain, and again without any condition whatsoever).",
Tofu Vegetable Rice Bowl,LUNCH,meal/tofu-vegetable-rice-bowl,plant-based,tofu rice bowl food,1,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Salt & Pepper Tofu Rice Bowl - Tiger Bites Pig 2025-11-20.jpg,https://commons.wikimedia.org/wiki/File:Salt_%26_Pepper_Tofu_Rice_Bowl_-_Tiger_Bites_Pig_2025-11-20.jpg,https://upload.wikimedia.org/wikipedia/commons/6/66/Salt_%26_Pepper_Tofu_Rice_Bowl_-_Tiger_Bites_Pig_2025-11-20.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/Salt_%26_Pepper_Tofu_Rice_Bowl_-_Tiger_Bites_Pig_2025-11-20.jpg/960px-Salt_%26_Pepper_Tofu_Rice_Bowl_-_Tiger_Bites_Pig_2025-11-20.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Andy Li,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,8160,6144,"Description on menu: ""Coated in sweet potato & rice starches, fried & seasoned with red sichuan salt""",
Tofu Vegetable Rice Bowl,LUNCH,meal/tofu-vegetable-rice-bowl,plant-based,tofu rice bowl food,2,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:House Special Tofu & Mushroom - The Big Bowl 2023-10-25.jpg,https://commons.wikimedia.org/wiki/File:House_Special_Tofu_%26_Mushroom_-_The_Big_Bowl_2023-10-25.jpg,https://upload.wikimedia.org/wikipedia/commons/9/94/House_Special_Tofu_%26_Mushroom_-_The_Big_Bowl_2023-10-25.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/94/House_Special_Tofu_%26_Mushroom_-_The_Big_Bowl_2023-10-25.jpg/960px-House_Special_Tofu_%26_Mushroom_-_The_Big_Bowl_2023-10-25.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Andy Li,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,4032,3024,"Description on menu: House Specials - ""Round rice noodles in a lemongrass soup with a 'Hue-Style' hot & spicy beef broth.""",
Tofu Vegetable Rice Bowl,LUNCH,meal/tofu-vegetable-rice-bowl,plant-based,tofu rice bowl food,3,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:HK SSP 深水埗 Sham Shui Po 元州街 Un Chau Street 桂林街 50 Kweilin Street 同德大廈 Tung Tak Building 大碗飯皇 Big Bowl Rice King Food shop April 2022 Px3 07.jpg,https://commons.wikimedia.org/wiki/File:HK_SSP_%E6%B7%B1%E6%B0%B4%E5%9F%97_Sham_Shui_Po_%E5%85%83%E5%B7%9E%E8%A1%97_Un_Chau_Street_%E6%A1%82%E6%9E%97%E8%A1%97_50_Kweilin_Street_%E5%90%8C%E5%BE%B7%E5%A4%A7%E5%BB%88_Tung_Tak_Building_%E5%A4%A7%E7%A2%97%E9%A3%AF%E7%9A%87_Big_Bowl_Rice_King_Food_shop_April_2022_Px3_07.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ae/HK_SSP_%E6%B7%B1%E6%B0%B4%E5%9F%97_Sham_Shui_Po_%E5%85%83%E5%B7%9E%E8%A1%97_Un_Chau_Street_%E6%A1%82%E6%9E%97%E8%A1%97_50_Kweilin_Street_%E5%90%8C%E5%BE%B7%E5%A4%A7%E5%BB%88_Tung_Tak_Building_%E5%A4%A7%E7%A2%97%E9%A3%AF%E7%9A%87_Big_Bowl_Rice_King_Food_shop_April_2022_Px3_07.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/HK_SSP_%E6%B7%B1%E6%B0%B4%E5%9F%97_Sham_Shui_Po_%E5%85%83%E5%B7%9E%E8%A1%97_Un_Chau_Street_%E6%A1%82%E6%9E%97%E8%A1%97_50_Kweilin_Street_%E5%90%8C%E5%BE%B7%E5%A4%A7%E5%BB%88_Tung_Tak_Building_%E5%A4%A7%E7%A2%97%E9%A3%AF%E7%9A%87_Big_Bowl_Rice_King_Food_shop_April_2022_Px3_07.jpg/960px-thumbnail.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Hung Shing Chiamz RM30216,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3000,4000,HK SSP zh:深水埗 Sham Shui Po zh:元州街 Un Chau Street zh:桂林街 50 Kweilin Street 同德大廈 Tung Tak Building 大碗飯皇 Big Bowl Rice King Food shop in April 2022 冬瓜豆卜炆火腩 Winter melon tofu braised pork,
"Sardines, Pechay and Rice Bowl",LUNCH,meal/sardines-pechay-and-rice-bowl,seafood,sardines rice Filipino food,1,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:08769jfCuisine Foods Fruits Philippines Baliuag Bulacanfvf 36.jpg,https://commons.wikimedia.org/wiki/File:08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_36.jpg,https://upload.wikimedia.org/wikipedia/commons/5/57/08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_36.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/57/08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_36.jpg/960px-08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_36.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Judgefloro,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,4608,3456,"Pandesal Puto Chicken gizzard pastel Adobo chicken feet Sinangag Fried rice in the Philipines Pork dishes in the Philippines Soup and stews in the Philippines photos taken in Barangay Poblacion 14°57'17""N 120°54'2""E Baliuag, Bulacan , Bulacan province (Note: Judge Florentino Floro, the owner, to repeat, Donor Florentino Floro of all these photos hereby donate gratuitously, freely and unconditionally all these photos to and for Wikimedia Commons, exclusively, for public use of the public domain, and again without any condition whatsoever).",
"Sardines, Pechay and Rice Bowl",LUNCH,meal/sardines-pechay-and-rice-bowl,seafood,sardines rice Filipino food,2,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:08769jfCuisine Foods Fruits Philippines Baliuag Bulacanfvf 45.jpg,https://commons.wikimedia.org/wiki/File:08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_45.jpg,https://upload.wikimedia.org/wikipedia/commons/d/de/08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_45.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_45.jpg/960px-08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_45.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Judgefloro,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,4608,3456,"Pandesal Puto Chicken gizzard pastel Adobo chicken feet Sinangag Fried rice in the Philipines Pork dishes in the Philippines Soup and stews in the Philippines photos taken in Barangay Poblacion 14°57'17""N 120°54'2""E Baliuag, Bulacan , Bulacan province (Note: Judge Florentino Floro, the owner, to repeat, Donor Florentino Floro of all these photos hereby donate gratuitously, freely and unconditionally all these photos to and for Wikimedia Commons, exclusively, for public use of the public domain, and again without any condition whatsoever).",
